id,input,label,Abbreviation,Phonetic,Orthographic,Semantic,Emoji,Other
5868,#苍兰诀#欢迎来看我们一番大女主爆剧苍兰决 ​,不违规,,,,,1.0,
5869,「春风捎信 涛涛姐生日快乐 涛涛姐在桃花坞玩的开心玩的尽兴，也愿这山城的春风，替我们轻轻拥抱您。   生日快乐周涛323 永远在抵达 永远在出发你自成完整的圆，从不是谁生命版图里，用来补缺的那道弧」 L-樓外樓的微博视频 ​,不违规,,,,,,
5870,图1：成熟女人就是要穿尖头鞋（然后腿套又反了图2：糊糊是最好的氛围感图3：我的摊位图4：我们的南通粉丝妹妹专门为我们来上海 疯狂消费1600➕还请我们吃饭图5：摊主牌牌 图6：可爱韩韩粉丝妹妹大消费！图7图16 图18：隔壁摊主拿铁☕️可爱猫耳帽 虽然拍了粉色和紫色 但素买了我的最爱黄色哈哈哈哈哈哈哈哈哈哈 因为我夸了拿铁钩织的衣服好看 送了我彩虹小吊带好可爱！！！！我要夏天大穿特穿！又想去海边了图8图11：摊主们大集合！！大家都超级好这几天都好开心下次也要找大家玩完全没时机自拍🤳 只能随手啦超级好吃的川菜 对老板娘讲 我会源源不断的带朋友来吃 怎会如此美味！！！！！太好吃了 我不吃豆子🫘 但太好吃了图17：最后一次直播161次 收起d,不违规,,,,,1.0,
5871,暖心市集传递禁毒力量为进一步提升辖区居民识毒、防毒、拒毒意识，筑牢社区禁毒安全防线，近日，七宝禁毒社工走进塘南居委，以“暖心市集”为载体，开展了一场接地气、有温度的禁毒宣传活动。活动现场，禁毒社工精心布置宣传点位，将禁毒宣传与便民市集有机结合，打破传统宣传模式，让居民在休闲参与中学习禁毒知识。社工们一方面向过往居民发放禁毒宣传手册，一方面展示各类毒品仿真品，包括海洛因、冰毒及伪装成“奶茶”“跳跳糖”的新型毒品模型，直观的展示让居民“零距离”看清毒品的真面目，深刻认识到毒品的隐蔽性和危害性。居民参与热情高涨，纷纷驻足观看，不少居民表示，这样的宣传形式贴近生活、实用性强，不仅学到了禁毒知识，更提高了自我防范意识，会将所学知识传递给家人和朋友，共同抵制毒品。此次暖心市集禁毒宣传活动，既丰富了居民的精神文化生活，又扩大了禁毒宣传的覆盖面和影响力，有效提升了居民的禁毒意识和自我保护能力。中国禁毒在线 #中国禁毒##上海禁毒# 收起d,不违规,,1.0,,,,
5872,那个身扛意大利用力奔跑的小基恩：这球进得太减压了！,不违规,,,,,,
5873,在沈腾马丽的视频中，发现一个米球！这到底是什么作品看来我得找时间品品看了 ​,不违规,,,,,,
5874,士人读书，第一要有志，第二要有识，第三要有恒。有志，则断不甘为下流。有识， 则知学问无尽，不敢以一得自足；如河伯之观海，如井蛙之窥天，皆无见识也。有恒，则断无不成之事。此三者缺一不可。 ​,不违规,,,,,,
5875,肖战超话#肖战首次加盟品质盛典#xz#肖战SMG视帝# 真正的好演员会让角色活在细节里，肖战 在《藏海传》里连呼吸都贴合人物，安静的镜头里全是戏，后劲大到让人久久走不出来。#肖战smg最年轻的视帝##电视剧品质盛典#L肖战工作室的微博视频 ​,不违规,,,,,,
5876,每体：巴萨拒绝3000万买拉师傅，可能1200-1500万回购比尔希利,不违规,,,,,,
5877,【#景德镇警方成功摧毁一贩毒团伙！抓获31人！#】春风涤荡，毒瘤必除。为严厉打击各类涉毒违法犯罪活动，切实维护辖区的社会治安稳定，景德镇市公安机关闻令而动，第一时间响应全省禁毒工作暨突出毒品问题治理攻坚行动会议部署。在会议结束24小时内，迅速集结100余名警力，发起凌厉的涉毒案件集群打击统一行动，一举抓获涉毒违法犯罪嫌疑人31名，其中刑事拘留11人，现场缴获毒品冰毒若干，以雷霆之势荡涤毒患。 景德镇超话O网页链接 收起d,不违规,,,,,,
5878,在希望的田野上 | “物联网+大数据” 数字农业助力晚稻栽插,不违规,,,,,,
5879,坐了这么久火车第一次知道火车也有充电的地方那我曾经不敢玩手机算什么 硬撑着手机没电 数着小羊 看到了一个叔叔  很坚强 坐着那种小车 嘴里叼着身份证 我眼眶都红了 ​,不违规,,,,,,
5880,厨房小白一起来区分这些粉的用法，不然搞混！,不违规,,,,,,
5881,"初春气温每天都是随机模式
宝宝的肠胃很容易受到影响闹小脾气
你知道吗？其实春天还是宝宝肠胃调整的黄金期
宝爸宝妈们，抓住这个时期
跟小荷一起开启春季宝宝保“胃”战
#爱荷美专业肠道型配方# 不是说说而已
双益生菌+双益生元+100%领鲜纯羊乳+乳铁蛋白
为宝宝肠胃健康打好基础

各位幼崽饲养员们，对于养娃“保胃战”你有什么好的经验呢？
欢迎评论区分享畅聊，锁定荷兰爱荷美，带#爱荷美肠道型奶粉# 转评赞本博，
3月29日揪一位幸运鹅，收获爱荷美惊喜大礼包 O抽奖详情 收起d",不违规,,,,,,
5882,恩德里克：巴西从来都是世界杯夺冠热门；不担心在皇马的未来,不违规,,,,,,
5883,妈妈咪呀 没想到下关这边也这么美 有海 有阳光 有鸟儿吟唱 生活还有啥烦恼 以后都住海东这边了 古城逛腻了 这边希尔顿 英迪格 铂尔曼挺多选择的 不错……图五是我心中的年度封面 满足我对杂志封面审美的所有元素“惊艳 主体明确 有冲击力 时髦”🐎又是蛮美妙的体验 逛完书店 正要出门时 被门口这佛像手提袋吸引了 很喜欢 就问多少钱 结果 店员说 “你是有缘人 可以拿走”（这很大理）交流后才得知这是一位公益组织做的 他们只连接有缘人 ❤️#坏品位旅行笔记# 2大理·洱海 收起d,不违规,,,,,,
5884,博越L大优惠，衢州最高优惠0.7万！不容错过-汽车之家,不违规,,,,,,
5885,"#网传郭晓婷王天辰合作现偶#
网传郭晓婷与王天辰将三搭主演现代言情剧《第二十八年春》，目前该剧已通过电视剧拍摄制作备案，计划于2025年4月开机，引发全网对""姐姐姐夫CP""再度合作的期待。

改编自人气作家耳东兔子的同名小说，主打""破镜重圆""""久别重逢""的都市情感主线。导演为黄天仁（代表作《想见你》《狙击蝴蝶》），其加盟进一步推高观众期待值。

剧情核心脉络
人设与主线：女主于好因高中时期心理创伤远走他乡，12年后归国成为心理咨询师；男主陆怀征从张扬少年成长为飞行救援队总飞行师。两人在闺蜜婚礼重逢，因工作项目被迫合作，揭开年少未竟情愫。

展现成年后的互相治愈与双向奔赴，结局为HE（圆满收场）❤️。

以上综合自公开备案信息、演员采访及行业动态，剧组尚未官宣阵容，请以最终开机通告为准。 收起d",不违规,,,,,,
5886,在安庆一天吃八个包子也没吃到十几年前的味道2安庆 ​,不违规,,,,,,
5887,唉丢球了….纽约城梅尔考·费尔南德斯任意球直接破门扳平比分…..梅西超话#纽约城vs迈阿密国际# L八座金球小神龙的微博视频  ​,不违规,,,,,,
5888,劳动节的习俗 #劳动节 #习俗 #五一劳动节 #节日传统 #远方打卡社,不违规,,,,,,
5889,钥匙扣创意被说好！  小朋友的公平体现在之前给过这个老师了，今天我要给你带酸奶。每天不同工种的工作都在尝试：护工，家具组装，指挥怎么玩老鹰捉小鸡！老妈给我带回来的旅行礼物！以及回到童年的星期六下午！又得感叹，小朋友就是长的快，都能一起玩过山车坐海盗船了！不得不说，游乐场海盗船上，我也是气氛担当！Put your hands up! 收起d,不违规,,,,,,
5890,【刚发现！春天来了，来打卡吧！美美出片！】记者探访丹阳几个热门赏花地，结合市气象台提供的赏樱预报，将花讯进行了汇总，收藏好这份攻略去美美出片吧！#爱吃荔枝的人今年天塌了##最慢的孩子遇上了最耐心的老师##长期运动可以解决生活中很多问题##减内脏脂肪最有效的方法# ​,不违规,,,,,,
5891,近29战23胜！数据揭秘这支黄蜂有多强：东西部六强赢过五支,不违规,,,,,,
5892,《挽救计划》在下届奥斯卡的技术奖上肯定会大提特提，但是表演奖方面高司令和惠勒应该都是提名即胜利（不过惠勒更有可能拿《挖掘者》来冲女配），bp提名感觉也不怎么稳，看明年学院决定嘉奖哪部工业大片了，毕竟后面还有好几部硬核片子要上。全片最让我感动的一个片段其实是上一秒还在说对卡拉OK这种团建活动不感兴趣的Stratt径直走到大屏幕前拿起话筒开始唱《Sign of the Times》，短短几句歌词就将整部片的主旨给完美诠释了出来，而且唱得也很动人。 收起d,不违规,,,,,,
5893,为乡村振兴插上“数字翅膀”——来自数字乡村建设情况的调查与...,不违规,,,,,,
5894,公主回家迪士尼十周年✨看到了十周年花车巡游，城堡表演还有十周年烟花！樱花也都开了🌸项目感觉也不怎么排队，中午慢悠悠进园，还在小镇吃了酸菜鱼，喝了我再也不会在公司喝的ptsd的阿嬷，玩了创极速，甩甩驴，小茶杯和热力追踪，太香了创极速想象自己是钢铁侠在飞才不怕，笑死了和凌总是充满了幸福和快活治愈+100 2上海·上海迪士尼度假区 收起d,不违规,,,,,,
5895,谭松韵与王劲松联袂新作《我的山与海》：方婉之亲诊何永旺，病情平稳无虞；颜总裁悄然启动追求模式。#我的山与海# 我的山与海全家老少都在看 L八卦工厂的微博视频 ​,不违规,,,,,,
5896,禁赌宣传丨禁赌“清风”——远离赌博,不违规,,,,,,
5897,上天入地，再找不到这么心灵手巧的一群小女孩儿了，迪丽热巴粉丝都是手艺人 Llucky小女鹅的微博视频 ​,不违规,,,,,,
5898,打六天针，终究是没躲过去，住院第二晚，三人间，一空床位，一转床位来的小病友，都是乙流，周一发病急性胃肠炎有积液，周二休息在家，周三主动要求上学，糖宝：我不去，那两个好朋友多没意思。周四晚巩固一针，周五早又头晕难受，周六早六点多就跑到医院打针，中午回家，下午吃点就吐，反复发烧，食欲不振，十点多安排住院治疗，打的点滴迷迷糊糊就是睡，周日下午逐渐退热，想吃面条，胃口好点，我俩一起追剧我的山与海，上午睡多了晚上睡不着，临床小妹妹都睡着了，屋里很安静，我说听会儿听的吧，糖宝摇摇头，也没不舒服，可能就是怕影响其他人 2长春·长春市儿童医院 收起d,不违规,,1.0,,,,
5899,30分钟全套瘦身操健身操-爱奇艺,不违规,,,,,,
5900,男人总会启发我学点什么以前香格里拉认识的朋友我开始了打泰拳前任启发了我练普拉提打高尔夫情人启发了我学tango目前也上了四节课能够跳出一些流畅的舞步了在与他人的接触中不断探索自我我自己喜欢喝茶今年下半年去把茶艺师资格证考了 ​,不违规,,,,,,
5901,成年人的世界不管对错，只看利弊去年眼看男双那几个阿斗扶不起了，赶紧培养年轻选手，哪怕调赛不进一队，也给足资源去闯反正没有更差了试试又如何，结果是赌对了，年轻的队员可以冲🉐很快，特别是有了一点成绩后信心会更足，所以老登们等着被冲亖吧！话说回来我希望接下来老弱病残的男单拉坨大的，这样们外战胜率高的没进一队的才会有点机会，从年龄来看并没有很劣势，希望抓住每一次比赛的机会 收起d,不违规,,,,,,
5902,#what a productive weekend#和朋友打了守望给高二妹妹上summary writing课给大四妹妹改研究生复试简历和学习规划和十年没见的高中同学吃了饭开始做小全身脱毛（项目又快又好，早就应该去做了）陪爸妈逛了鲁迅公园练了2首钢琴曲 ​,不违规,,,,,,
5903,‧₊˚𝒔𝒉𝒂𝒓𝒆 𝒎𝒚 𝒅𝒂𝒊𝒍𝒚‧₊˚ 🍇,不违规,,1.0,,,,
5904,#苏超也有周深#是的，在影院看科幻大片有周深。是的，在手机玩王者荣耀有周深。是的，追剧无论题材类型有周深。是的，各种影视盛典活动有周深。是的，在超市便利店商场有周深。是的，全民最热赛事苏超有周深。 ​,不违规,,,,,,
5905,#澳门乒乓球世界杯1周倒计时# 今日份国乒路透，这是志强 带着男队出来晒太阳了  王楚钦、黄友政还有向鹏等都在乒乓球超话 L爱上勿言的微博视频 ​,不违规,,,,,,
